commit_hash,project_name,classification,commit_message
1f8183dcd6fb1f64388a986767d6c4d873439324,camel,None,CAMEL-5867: Jetty producer creates a new http client and uses any httpClient.xxx options configured. This avoids issue with handling proper lifecycle of these clients.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1422241 13f79535-47bb-0310-9956-ffa450edef68n
1f8b845dc4bd7283331beba18ab0e30a11f986ec,camel,None,Appling http://issues.apache.org/activemq/browse/CAMEL-154git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@579301 13f79535-47bb-0310-9956-ffa450edef68n
1f9b913252d711fa9211d2dbe898db70e086c3ce,apache-jmeter,Feature Addition,This commit was manufactured by cvs2svn to create branch rel-2-1.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@325751 13f79535-47bb-0310-9956-ffa450edef68n
1fb0f64b965c5296015b4d367771a2bc27e34148,apache-ant,None,MOved file tasks into separate package.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270250 13f79535-47bb-0310-9956-ffa450edef68n
1fbc759ee856688f1913a4cf50ff345e931da09a,camel,None,"CAMEL-1458: FactoryFinder as SPI. Removed bad tangle moving MainSupport to impl from util, so util can be clean. Removed some unused code.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@754461 13f79535-47bb-0310-9956-ffa450edef68n"
2002789f41741fe779b66ba6a1d7aa1c5d1d635e,gerrit,Corrective,"Get commentlinks per-project in UI codeRemove commentlinks from GerritConfig and instead provide them in JSONnform from GET /projects/X/config. On the client side, create newnCommentLinkProcessor instances when loading a change or patch.nFortunately, even though this requires another RPC to get the projectnconfig, in all existing screen instances, there is already an RPC wencan parallelize it with.nnIn the long term we may want to enable server-side HTML rendering, butnthat requires enabling this option on a variety of RPC endpoints, notnall of which are converted to the new REST API. In addition, there isnthe problem of defining a stable HTML fragment style. For example, thencommit message template is currently implemented using annot-quite-trivial template in GWTs UiBinder, so some of thatnformatting and styling would need to be hoisted out into the servernside; doable, but were not there yet.nnChange-Id: Iaecbeff939c8fcbc1c6f500e0b04ce03f35e1fd3n"
201edc7204281d8f74218c7d9692d2415042d8b1,gerrit,None,Rename initWildCardProject to initAllProjectsIts been a long time since this was called the wild card project.nnChange-Id: I4f8e594ec7c6323de2d11b28a06e459a33f4a205n
2047a2043f8a0ab12a3a4de6c94bfb304ad9c179,camel,None,CAMEL-7800: camel-swagger-java - work in progress
204979d59776ed1389f36c6785c7c464558d26e3,tomcat,Perfective,Remove remains of generic package More clean upgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@888010 13f79535-47bb-0310-9956-ffa450edef68n
204cb13a57d8f0ce3aa3c8ff10501fd51d86f3dd,tomcat,Corrective,Fix a long standing TODO so correct exceptions are thrown. Clean-up Javadoc.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1397466 13f79535-47bb-0310-9956-ffa450edef68n
2051db4b46b7b423915fa77cad7f54e71358e659,camel,None,"CAMEL-9111 Camel Tarfile dataformat, splitter and aggregation strategy.With thanks to Sverker Abrahamsson. This closes #599.n"
20845dffc73e0d0b1cba1e3d8221ebb7b72f8a2b,camel,None,CAMEL-2196: CxfProducer improved to accept body in POJO mode without having to be wrapped as list. This also fixed a NPE issue as before it would just send null.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@881719 13f79535-47bb-0310-9956-ffa450edef68n
2088273b8f119c83464d755a181881c07a541534,tomcat,None,Refactoring. Pull up code from NIO that also does a non-blocking read in the available() call. This makes NIO and APR consistent. BIO is unaffected as it overrides available() and always returns 1.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1518144 13f79535-47bb-0310-9956-ffa450edef68n
209214e4dac2a46b38186a60c1e196916a2e164f,tomcat,Preventative,Refactor ServletOutputStream - BIO untested - NIO untested - APR not implementedgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1413233 13f79535-47bb-0310-9956-ffa450edef68n
20b935d359e27b62f99dab4a77e613fd8d7daf80,tomcat,None,Avoid the memory leakgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1715539 13f79535-47bb-0310-9956-ffa450edef68n
20e55abd955c686fcb25308a9b7d9cf52f430c7e,apache-jmeter,Corrective,Bug 25413 - dont enable Restart button unnecessarilygit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@325449 13f79535-47bb-0310-9956-ffa450edef68n
21344820d5b40b41c6ea540ff3390f3cd2290f1d,gerrit,None,"Remove support for /user/email style URLsThis is a form of reference to a users dashboard that we inheritednfrom Gerrit 1.x.  Its doubtful anyone really remembers how to makenone of these URLs, and even if they did, its probably not a veryncommon way to locate interesting changes.  Rather than continue tonsupport it forever, Im just killing it.nnSigned-off-by: Shawn O. Pearce <sop@google.com>n"
21503003a722507cfb2a6e17e94ff07c8f2c77cc,tomcat,None,Remove an implemented TODOgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1662713 13f79535-47bb-0310-9956-ffa450edef68n
218951ee1294d434da86bc778e039e97319e60e1,tomcat,None,Remove the invoker servlet and all references for security reasons. This will not be proposed for backport to 6.0.xgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@710179 13f79535-47bb-0310-9956-ffa450edef68n
21934d21c422b2eb12e76464a227613270425a6d,apache-jmeter,Preventative,"Disable check of Content-Length. Does not work on JDK 1.6.0_22+, and anyway is not particularly useful as a testgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@1030466 13f79535-47bb-0310-9956-ffa450edef68n"
21ab70c79ec8651a5969836fe033f1bd731269de,camel,None,CAMEL-2558: Producer and ConsumerTemplate can now have its max cache size configured. Also CamelContext now returns already started templates in its create template methods.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@931444 13f79535-47bb-0310-9956-ffa450edef68n
21cde38d6793ce082857c523595a44b0a4808324,camel,None,CAMEL-917 dont catch the exception in the CxfProducer process methodgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@696553 13f79535-47bb-0310-9956-ffa450edef68n
21d1fbcd832c1e5eefb8c6341bacd6f8b73388c1,camel,None,CAMEL-1647: ServicePool is now a SPI. Added pluggable ProducerServicePool on CamelContext to allow 3rd party pooling frameworks to be used.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@779038 13f79535-47bb-0310-9956-ffa450edef68n
21f1155392123bb37d38303ae0b84afa91a26e19,tomcat,None,Remove a TODOgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1440091 13f79535-47bb-0310-9956-ffa450edef68n
21fa49d50fd431e467724a5f97d9bb5b7de4c680,gerrit,Corrective,"Remove PatchSetAccess#byRevision(Range)These cannot be implemented efficiently in notedb, and we can get whatnwe need from the secondary index in most cases, or else (in the casenof ConsistencyChecker) directly from the repo.nnThis change intends to provide the same behavior, and does not correctnfor some sketchy usages of patch sets, like failing to checknvisibility.nnChange-Id: I2d961f8d2436b44308116c19597f0ed74b9d1337n"
2243e251e0f9426a1a7ae3b0c6fdc2fef78cee8b,camel,Preventative,Unit test updates
224d6f6c9ab349375022bd352eabec25638ae879,apache-jmeter,Preventative,Needs to implement Visualizer so that TestBeanGUI can find the correct GUI classgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@593523 13f79535-47bb-0310-9956-ffa450edef68n
226c94fba0b3a4eca7917f4f09b33e39ebfe84b1,camel,Preventative,OSGi tests should use the default karaf options from the base test classgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1222267 13f79535-47bb-0310-9956-ffa450edef68n
22738ae1d00ba1679cee50b75b46f095d22770d2,hadoop,Preventative,HDFS-2038. Update TestHDFSCLI to handle relative paths with globs.  Contributed by Kihwal Leegit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1298066 13f79535-47bb-0310-9956-ffa450edef68n
227fc20422d65f0a4a28067b0a339aadb7935d8b,apache-jmeter,Corrective,"Implemented grouping in controllers (put each group in a separate controller).Fixed update of target combo upon changes in the tree.nnAvoided changing target property during work.nnAvoided adding divider at the beginning of a controller after recording, then switching to a new empty target, then recording some more.nnngit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@323795 13f79535-47bb-0310-9956-ffa450edef68n"
228bf71b95022d5979ff104f6b86ee67cb492ba7,tomcat,None,Resolve some TODOs for swallowAbortedUploadsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1084949 13f79535-47bb-0310-9956-ffa450edef68n
2296716f6d2e2628be77ac24a681c2be11bbfe9f,tomcat,Feature Addition,"Based on the code in tomcat.lite, but using the new http connector instead of coyote. Also the ObjectManager and properties are no longer used.This can be compiled against both 3.0 and 2.5 ( with proper exclude ), since one of the goalsnof tomcat-lite is to be useable against current servers.nnNote that this is mostly for testing and to allow existing servlets to be used _outside_ of a nservlet engine - this is not a servlet engine. nnnngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@884415 13f79535-47bb-0310-9956-ffa450edef68n"
22f1dff2febc4b631739f47f60435e80f63a6731,tomcat,None,Another small TODO.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1478941 13f79535-47bb-0310-9956-ffa450edef68n
22fd679e70c1f85debeb3a3e57aae973e85c7e61,tomcat,Corrective,"Fixed latch behavior, still could be improved upon. In the next revision, Ill probably have the blocking read/write selector to use its own thread so that it doesnt content with the poller threadgit-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@510092 13f79535-47bb-0310-9956-ffa450edef68n"
230ea34499be4a4539576dd0d461dae689e219bb,apache-jmeter,Corrective,Bug 42326 - Order of elements in .jmx files changesgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@542902 13f79535-47bb-0310-9956-ffa450edef68n
233a1b898725fc39f3f14346c716b5f52b3f0e0a,camel,Feature Addition,improved the camel-bam module to handle concurrent processing better & dealing with JDBC/JPA exceptions if concurrent updates to the same process occur at the same time; also added more better testsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563909 13f79535-47bb-0310-9956-ffa450edef68n
233a7aa34f37350bf7bcdd9c84b97d613e7344c9,hadoop,None,HDFS-2167.  Move dnsToSwitchMapping and hostsReader from FSNamesystem to DatanodeManager.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1149455 13f79535-47bb-0310-9956-ffa450edef68n
2350e988266fe6c93784b4eb7ff411b4919be2a4,camel,None,[CAMEL-2114] rm file committed by mistakegit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@830708 13f79535-47bb-0310-9956-ffa450edef68n
2357fb52763c69aa8cf493e8af2f5a508b188409,tomcat,Corrective,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=49567 Better handling of calls to complete() from a separate thread. There are still a handful of TODOs around this which will follow shortly but Im committing this since it passes the unit tests and the Servlet TCK (with BIO)git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@966548 13f79535-47bb-0310-9956-ffa450edef68n
237154982bd5853c6a374cb265520e0602adc52f,hadoop,Corrective,"MAPREDUCE-3205. Fix memory specifications to be physical rather than virtual, allowing for a ratio between the two to be configurable. Contributed by Todd Lipcon.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1189542 13f79535-47bb-0310-9956-ffa450edef68n"
23984d96035db4a8eca2d3935d6ab7e28aff7012,tomcat,None,Remove unused code. Make fields final where appropriate.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1222802 13f79535-47bb-0310-9956-ffa450edef68n
23b480ea6b9f2a9355bc5ced2fbeef863179d959,camel,None,CAMEL-2178: Added support for simulating async request/reply in case producer does not nativly support AsyncProcessor. The original thread will still see it as async request/reply and not block.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@880767 13f79535-47bb-0310-9956-ffa450edef68n
23c3475f192023b63bbb37cac2223228ec436086,tomcat,None,Refactorgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1292598 13f79535-47bb-0310-9956-ffa450edef68n
23d0e77a8030d2638e330f0e5e310832d8ef76a0,tomcat,None,Use cached result of parsing TLDs rather than re-parsing.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1541955 13f79535-47bb-0310-9956-ffa450edef68n
23e61358c8ed2aa3fe63c1f67082150047f1df9e,apache-ant,None,"various starteam task enhancements.PR: 14006,14208,14210nSubmitted by:tSteve Cohen <SteveC at ignitesports.com>nReviewed by:tArt Blake <Art.Blake at Metavante.com>,nJonny Boman <Jonny.Boman@vikingline.fi>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@273492 13f79535-47bb-0310-9956-ffa450edef68n"
24022e90fcec532817a9f03a4e7357a52a0010b5,apache-jmeter,Feature Addition,"Probably not used, but add I18N support anywaygit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@713237 13f79535-47bb-0310-9956-ffa450edef68n"
242aaf1e74fde2bb58fe3f5fd082f68144fada83,apache-jmeter,None,Reduce visibility of fields; comment out unread fieldsgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@324617 13f79535-47bb-0310-9956-ffa450edef68n
243aa86a06ea538f2988f8cc15f861593474b37b,tomcat,Corrective,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=46967 and make behaviour consistent when running under a security manager. Based on a patch provided by Kirk Wolfgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763228 13f79535-47bb-0310-9956-ffa450edef68n
24676e8c2ef48e67265d33c053badb31aecad616,hadoop,None, MAPREDUCE-901. Efficient framework counters. Contributed by Luke Lu.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1157290 13f79535-47bb-0310-9956-ffa450edef68n
246f9e4c1b6cd18ede8907f186c42fc149f98141,camel,None,CAMEL-538.git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@658765 13f79535-47bb-0310-9956-ffa450edef68n
24e47ebc18a62f6de351ec1ab8b9816999cc3267,hadoop,None,MAPREDUCE-4580. Change MapReduce to use the yarn-client module. (Contributed by Vinod Kumar Vavilapalli)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1377922 13f79535-47bb-0310-9956-ffa450edef68n
24e8d0e32362a13bd78473bd14b227363711df07,camel,None,CAMEL-2991: Fixed issue with injecting CamelContext. Should never just create a new DefaultCamelContext. Polished code.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@979188 13f79535-47bb-0310-9956-ffa450edef68n
250f5ba2abf890e7046a0b6781cce7fbf983d920,camel,None,"CAMEL-3462: JmsProducer in InOnly should support JMSReplyTo if provided as header or endpoint configuration. Now it sends JMSReplyTo information, but will of course not wait for any reply. You can use this to still provide a reply to destination, and have some other consumer pickup and process the replies. CAMEL-3463: JMSReplyTo provided in header should be normalized to remove any queue or topic prefix.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1052759 13f79535-47bb-0310-9956-ffa450edef68n"
25370760ccb212383e0c97441fa2525f9b9cfcaa,camel,None,migrated the DSL code to use the JAXB2 POJOs to enhance reuse across the Java DSL and the XML DSLgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@561006 13f79535-47bb-0310-9956-ffa450edef68n
2563bfc8437b6ce0cea92dae06dde4eac912dac2,tomcat,Feature Addition,Align OutputBuffer initialisation across the connectors Reduce visibility of properties and methodsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1157204 13f79535-47bb-0310-9956-ffa450edef68n
2586dda3d3d2d78414119dd9c49a734ce1b5a8d2,log4j,Feature Addition,Changed LoggingEvent to let Appenders/Layouts to access the raw message object. The old message field is now called renderedMessage. Also added a new category field.Appender/Layout needed to be modified to reflect these changes.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@308961 13f79535-47bb-0310-9956-ffa450edef68n
258f728d73b3f9f03ad19317ddda8e995b35ed18,apache-jmeter,Corrective,USe multipart post as per bug 30509; this is how the default HTTP Sampler does itgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@398375 13f79535-47bb-0310-9956-ffa450edef68n
259648fc30a528cdbad1e8416f49725306a80f0e,camel,None,CAMEL-8229: Moved some impl classes to support.
25a4392e057e5986955ae5b41c82e04047e56bb4,camel,None,CAMEL-2868: try catch finally to support async routing engine. This one was a bit tougher as you got three things to juggle with in both sync and async mode.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@958616 13f79535-47bb-0310-9956-ffa450edef68n
25ad15e451ca506a67ef739167a27f5fff4df2cd,gerrit,None,"Use dedicated endpoint for commit message retrieval for revisionsInstead of using GET /changes/<number>/edit:message for both edits andnnormal revisions, differentiate on the client side and use dedicatednendpoints.nnChange-Id: I7e9786c0b828cca9b0aa76bab43f10d223334d86n"
25c929e0cc7716416067ad4217796e4197e48462,camel,None,CAMEL-640: Added Delayer (interceptor) to slow processing of messages down so you can watch what happens nice and slowly.git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@696610 13f79535-47bb-0310-9956-ffa450edef68n
